REGION,TECHNOLOGY,EMISSION,YEAR,VALUE
RD,DIST_COK,CO2e_sources,2035,2.5898767296895358
RD,DIST_COK,CO2e_sources,2036,2.649681050441022
RD,DIST_COK,CO2e_sources,2037,2.709485371192519
RD,DIST_COK,CO2e_sources,2038,2.7692896919440058
RD,DIST_COK,CO2e_sources,2039,2.8290940126954927
RD,DIST_COK,CO2e_sources,2040,2.88889833344698
RD,DIST_COK,CO2e_sources,2041,2.9334417762270166
RD,DIST_COK,CO2e_sources,2042,2.9779852190070453
RD,DIST_COK,CO2e_sources,2043,3.022528661787083
RD,DIST_COK,CO2e_sources,2044,3.06707210456712
RD,DIST_COK,CO2e_sources,2045,3.111615547347148
RD,DIST_COK,CO2e_sources,2046,3.1561589901271856
RD,DIST_COK,CO2e_sources,2047,3.2007024329072133
RD,DIST_COK,CO2e_sources,2048,3.2452458756872504
RD,DIST_COK,CO2e_sources,2049,3.289789318467288
RD,DIST_COK,CO2e_sources,2050,3.334332761247316
RD,DIST_KER,CO2e_sources,2018,1.6884502262536358
RD,DIST_KER,CO2e_sources,2019,1.6117937812630705
RD,DIST_KER,CO2e_sources,2020,0.6794703915164446
RD,DIST_KER,CO2e_sources,2021,1.1482886461071566
RD,DIST_KER,CO2e_sources,2022,1.618154894000802
RD,DIST_KER,CO2e_sources,2023,1.6560606220276204
RD,DIST_KER,CO2e_sources,2024,1.7186171669312114
RD,DIST_KER,CO2e_sources,2025,1.7815566790768662
RD,DIST_KER,CO2e_sources,2026,1.841273169708106
RD,DIST_KER,CO2e_sources,2027,1.9020184022353457
RD,DIST_KER,CO2e_sources,2028,1.9665288638429936
RD,DIST_KER,CO2e_sources,2029,2.0288674316132504
RD,DIST_KER,CO2e_sources,2030,2.0911049761844893
RD,DIST_KER,CO2e_sources,2031,2.14756608888146
RD,DIST_KER,CO2e_sources,2032,2.204027201578431
RD,DIST_KER,CO2e_sources,2033,2.2604883142754018
RD,DIST_KER,CO2e_sources,2034,2.3169494269723727
RD,DIST_KER,CO2e_sources,2035,2.373410539669344
RD,DIST_KER,CO2e_sources,2036,2.429871652366314
RD,DIST_KER,CO2e_sources,2037,2.486332765063286
RD,DIST_KER,CO2e_sources,2038,2.542793877760257
RD,DIST_KER,CO2e_sources,2039,2.5992549904572275
RD,DIST_KER,CO2e_sources,2040,2.6557161031541985
RD,DIST_KER,CO2e_sources,2041,2.6980153592299385
RD,DIST_KER,CO2e_sources,2042,2.7403146153056785
RD,DIST_KER,CO2e_sources,2043,2.782613871381426
RD,DIST_KER,CO2e_sources,2044,2.8249131274571666
RD,DIST_KER,CO2e_sources,2045,2.8672123835329058
RD,DIST_KER,CO2e_sources,2046,2.909511639608646
RD,DIST_KER,CO2e_sources,2047,2.951810895684386
RD,DIST_KER,CO2e_sources,2048,2.9941101517601334
RD,DIST_KER,CO2e_sources,2049,3.0364094078358734
RD,DIST_KER,CO2e_sources,2050,3.078708663911613
RD,DIST_COA,CO2e_sources,2018,9.936835696062
RD,DIST_COA,CO2e_sources,2019,11.845833245578106
RD,DIST_COA,CO2e_sources,2020,19.905469546593828
RD,DIST_COA,CO2e_sources,2021,13.494970175688454
RD,DIST_COA,CO2e_sources,2022,14.309496851464456
RD,DIST_COA,CO2e_sources,2023,14.63249761404036
RD,DIST_COA,CO2e_sources,2024,15.118621235864335
RD,DIST_COA,CO2e_sources,2025,15.131438664549544
RD,DIST_COA,CO2e_sources,2026,15.14400831285298
RD,DIST_COA,CO2e_sources,2027,15.156577961156412
RD,DIST_COA,CO2e_sources,2028,15.169147609459849
RD,DIST_COA,CO2e_sources,2029,15.181717257763284
RD,DIST_COA,CO2e_sources,2030,15.19428690606672
RD,DIST_COA,CO2e_sources,2031,15.205680246194763
RD,DIST_COA,CO2e_sources,2032,15.217073586322812
RD,DIST_COA,CO2e_sources,2033,15.228466926450862
RD,DIST_COA,CO2e_sources,2034,15.239860266578908
RD,DIST_COA,CO2e_sources,2035,15.251253606706957
RD,DIST_COA,CO2e_sources,2036,15.262646946835003
RD,DIST_COA,CO2e_sources,2037,15.274040286963054
RD,DIST_COA,CO2e_sources,2038,15.2854336270911
RD,DIST_COA,CO2e_sources,2039,15.296826967219149
RD,DIST_COA,CO2e_sources,2040,15.308220307347195
RD,DIST_COA,CO2e_sources,2041,15.316706292769156
RD,DIST_COA,CO2e_sources,2042,15.325192278191112
RD,DIST_COA,CO2e_sources,2043,15.333678263613066
RD,DIST_COA,CO2e_sources,2044,15.342164249035026
RD,DIST_COA,CO2e_sources,2045,15.350650234456982
RD,DIST_COA,CO2e_sources,2046,15.359136219878938
RD,DIST_COA,CO2e_sources,2047,15.367622205300895
RD,DIST_COA,CO2e_sources,2048,15.376108190722851
RD,DIST_COA,CO2e_sources,2049,15.384594176144809
RD,DIST_COA,CO2e_sources,2050,15.393080161566765
RD,INORG_RCY_OS,RM,2018,0.2412
RD,INORG_RCY_OS,RM,2019,0.2518
RD,INORG_RCY_OS,RM,2020,0.2341
RD,INORG_RCY_OS,RM,2021,0.2574
RD,INORG_RCY_OS,RM,2022,0.2742
RD,INORG_RCY_OS,RM,2023,0.2842
RD,INORG_RCY_OS,RM,2024,0.2923999999999999
RD,INORG_RCY_OS,RM,2025,0.323251336097029
RD,INORG_RCY_OS,RM,2026,0.3297250473094159
RD,INORG_RCY_OS,RM,2027,0.335915939321326
RD,INORG_RCY_OS,RM,2028,0.3410841895199919
RD,INORG_RCY_OS,RM,2029,0.3468814949383199
RD,INORG_RCY_OS,RM,2030,0.352728200805136
RD,INORG_RCY_OS,RM,2031,0.3600553317677739
RD,INORG_RCY_OS,RM,2032,0.367067506376042
RD,INORG_RCY_OS,RM,2033,0.3737679904463809
RD,INORG_RCY_OS,RM,2034,0.3801606105052979
RD,INORG_RCY_OS,RM,2035,0.38624968246822
RD,INORG_RCY_OS,RM,2036,0.3947092984865089
RD,INORG_RCY_OS,RM,2037,0.4029414524996959
RD,INORG_RCY_OS,RM,2038,0.410945317345151
RD,INORG_RCY_OS,RM,2039,0.4187205221592669
RD,INORG_RCY_OS,RM,2040,0.426267114976345
RD,INORG_RCY_OS,RM,2041,0.436377513698644
RD,INORG_RCY_OS,RM,2042,0.446347426973744
RD,INORG_RCY_OS,RM,2043,0.45617333489636
RD,INORG_RCY_OS,RM,2044,0.4658520581624929
RD,INORG_RCY_OS,RM,2045,0.4753807403321089
RD,INORG_RCY_OS,RM,2046,0.4876282622805829
RD,INORG_RCY_OS,RM,2047,0.499829399648412
RD,INORG_RCY_OS,RM,2048,0.511979286145614
RD,INORG_RCY_OS,RM,2049,0.5240732727189669
RD,INORG_RCY_OS,RM,2050,0.536106920965947
RD,LANDFILL,CO2e,2018,0.7382265586463449
RD,LANDFILL,CO2e,2019,0.7708229472029419
RD,LANDFILL,CO2e,2020,0.716700846068866
RD,LANDFILL,CO2e,2021,0.7879375630870179
RD,LANDFILL,CO2e,2022,0.8394972062187993
RD,LANDFILL,CO2e,2023,0.8698821020372758
RD,LANDFILL,CO2e,2024,0.8951004583046243
RD,LANDFILL,CO2e,2025,0.981834057839336
RD,LANDFILL,CO2e,2026,1.0209393229731438
RD,LANDFILL,CO2e,2027,1.0598495670259689
RD,LANDFILL,CO2e,2028,1.0975545881538316
RD,LANDFILL,CO2e,2029,1.1363419464275382
RD,LANDFILL,CO2e,2030,1.175496142858666
RD,LANDFILL,CO2e,2031,1.2171577863747622
RD,LANDFILL,CO2e,2032,1.258590241313956
RD,LANDFILL,CO2e,2033,1.2997899829130026
RD,LANDFILL,CO2e,2034,1.34077669121541
RD,LANDFILL,CO2e,2035,1.3814312409422391
RD,LANDFILL,CO2e,2036,1.4262871724514927
RD,LANDFILL,CO2e,2037,1.4711327307483515
RD,LANDFILL,CO2e,2038,1.515847398802638
RD,LANDFILL,CO2e,2039,1.5603795441848305
RD,LANDFILL,CO2e,2040,1.6047339468018484
RD,LANDFILL,CO2e,2041,1.6539523053904268
RD,LANDFILL,CO2e,2042,1.7031867903001168
RD,LANDFILL,CO2e,2043,1.7525775224528637
RD,LANDFILL,CO2e,2044,1.8018353383493817
RD,LANDFILL,CO2e,2045,1.8511861352777264
RD,LANDFILL,CO2e,2046,1.9057180498557027
RD,LANDFILL,CO2e,2047,1.9606108286283224
RD,LANDFILL,CO2e,2048,2.015619806538853
RD,LANDFILL,CO2e,2049,2.07086998619749
RD,LANDFILL,CO2e,2050,2.126348127683094
RD,NO_CONTR_OD,salud_residuos,2018,1.9783
RD,NO_CONTR_OD,salud_residuos,2019,2.0158
RD,NO_CONTR_OD,salud_residuos,2020,1.9826
RD,NO_CONTR_OD,salud_residuos,2021,2.2377
RD,NO_CONTR_OD,salud_residuos,2022,2.4462
RD,NO_CONTR_OD,salud_residuos,2023,2.5347
RD,NO_CONTR_OD,salud_residuos,2024,2.6081
RD,NO_CONTR_OD,salud_residuos,2025,2.8610040817411506
RD,NO_CONTR_OD,salud_residuos,2026,2.9748430529373
RD,NO_CONTR_OD,salud_residuos,2027,3.08840812870402
RD,NO_CONTR_OD,salud_residuos,2028,3.1981852340603094
RD,NO_CONTR_OD,salud_residuos,2029,3.3111947503685495
RD,NO_CONTR_OD,salud_residuos,2030,3.42519235580548
RD,NO_CONTR_OD,salud_residuos,2031,3.54669143077433
RD,NO_CONTR_OD,salud_residuos,2032,3.66754739526777
RD,NO_CONTR_OD,salud_residuos,2033,3.78754348184363
RD,NO_CONTR_OD,salud_residuos,2034,3.90684937036238
RD,NO_CONTR_OD,salud_residuos,2035,4.02532737074443
RD,NO_CONTR_OD,salud_residuos,2036,4.15622993942126
RD,NO_CONTR_OD,salud_residuos,2037,4.28676081648351
RD,NO_CONTR_OD,salud_residuos,2038,4.41690006084824
RD,NO_CONTR_OD,salud_residuos,2039,4.54672072670791
RD,NO_CONTR_OD,salud_residuos,2040,4.67614700111931
RD,NO_CONTR_OD,salud_residuos,2041,4.81949371957977
RD,NO_CONTR_OD,salud_residuos,2042,4.9630807271974895
RD,NO_CONTR_OD,salud_residuos,2043,5.10671600813466
RD,NO_CONTR_OD,salud_residuos,2044,5.25053490904048
RD,NO_CONTR_OD,salud_residuos,2045,5.39407137332688
RD,NO_CONTR_OD,salud_residuos,2046,5.55333801105885
RD,NO_CONTR_OD,salud_residuos,2047,5.71319650442287
RD,NO_CONTR_OD,salud_residuos,2048,5.87342481585254
RD,NO_CONTR_OD,salud_residuos,2049,6.03442460049828
RD,NO_CONTR_OD,salud_residuos,2050,6.19585744797082
RD,NO_CONTR_OD,CO2e,2018,1.1963902686737644
RD,NO_CONTR_OD,CO2e,2019,1.2190686466120275
RD,NO_CONTR_OD,CO2e,2020,1.198990722677352
RD,NO_CONTR_OD,CO2e,2021,1.353264168332044
RD,NO_CONTR_OD,CO2e,2022,1.4793559496687876
RD,NO_CONTR_OD,CO2e,2023,1.5328769216030889
RD,NO_CONTR_OD,CO2e,2024,1.5772660666875826
RD,NO_CONTR_OD,CO2e,2025,1.730211515963722
RD,NO_CONTR_OD,CO2e,2026,1.7990564016407713
RD,NO_CONTR_OD,CO2e,2027,1.8677356472094429
RD,NO_CONTR_OD,CO2e,2028,1.9341240921224687
RD,NO_CONTR_OD,CO2e,2029,2.002467359361365
RD,NO_CONTR_OD,CO2e,2030,2.0714081801655166
RD,NO_CONTR_OD,CO2e,2031,2.1448855652666627
RD,NO_CONTR_OD,CO2e,2032,2.217974024970011
RD,NO_CONTR_OD,CO2e,2033,2.2905424677028083
RD,NO_CONTR_OD,CO2e,2034,2.362693508505169
RD,NO_CONTR_OD,CO2e,2035,2.4343438783727374
RD,NO_CONTR_OD,CO2e,2036,2.51350808972054
RD,NO_CONTR_OD,CO2e,2037,2.5924475180573587
RD,NO_CONTR_OD,CO2e,2038,2.671150103878781
RD,NO_CONTR_OD,CO2e,2039,2.7496600272004494
RD,NO_CONTR_OD,CO2e,2040,2.8279314396335997
RD,NO_CONTR_OD,CO2e,2041,2.9146213344990954
RD,NO_CONTR_OD,CO2e,2042,3.001456545853201
RD,NO_CONTR_OD,CO2e,2043,3.0883209508228475
RD,NO_CONTR_OD,CO2e,2044,3.1752964012070564
RD,NO_CONTR_OD,CO2e,2045,3.262101046140629
RD,NO_CONTR_OD,CO2e,2046,3.3584186195657515
RD,NO_CONTR_OD,CO2e,2047,3.4550941216764337
RD,NO_CONTR_OD,CO2e,2048,3.551993273756749
RD,NO_CONTR_OD,CO2e,2049,3.649358979468084
RD,NO_CONTR_OD,CO2e,2050,3.746986582844945
RD,NO_CONTR_OD,contam_agua,2018,1.9783
RD,NO_CONTR_OD,contam_agua,2019,2.0158
RD,NO_CONTR_OD,contam_agua,2020,1.9826
RD,NO_CONTR_OD,contam_agua,2021,2.2377
RD,NO_CONTR_OD,contam_agua,2022,2.4462
RD,NO_CONTR_OD,contam_agua,2023,2.5347
RD,NO_CONTR_OD,contam_agua,2024,2.6081
RD,NO_CONTR_OD,contam_agua,2025,2.8610040817411506
RD,NO_CONTR_OD,contam_agua,2026,2.9748430529373
RD,NO_CONTR_OD,contam_agua,2027,3.08840812870402
RD,NO_CONTR_OD,contam_agua,2028,3.1981852340603094
RD,NO_CONTR_OD,contam_agua,2029,3.3111947503685495
RD,NO_CONTR_OD,contam_agua,2030,3.42519235580548
RD,NO_CONTR_OD,contam_agua,2031,3.54669143077433
RD,NO_CONTR_OD,contam_agua,2032,3.66754739526777
RD,NO_CONTR_OD,contam_agua,2033,3.78754348184363
RD,NO_CONTR_OD,contam_agua,2034,3.90684937036238
RD,NO_CONTR_OD,contam_agua,2035,4.02532737074443
RD,NO_CONTR_OD,contam_agua,2036,4.15622993942126
RD,NO_CONTR_OD,contam_agua,2037,4.28676081648351
RD,NO_CONTR_OD,contam_agua,2038,4.41690006084824
RD,NO_CONTR_OD,contam_agua,2039,4.54672072670791
RD,NO_CONTR_OD,contam_agua,2040,4.67614700111931
RD,NO_CONTR_OD,contam_agua,2041,4.81949371957977
RD,NO_CONTR_OD,contam_agua,2042,4.9630807271974895
RD,NO_CONTR_OD,contam_agua,2043,5.10671600813466
RD,NO_CONTR_OD,contam_agua,2044,5.25053490904048
RD,NO_CONTR_OD,contam_agua,2045,5.39407137332688
RD,NO_CONTR_OD,contam_agua,2046,5.55333801105885
RD,NO_CONTR_OD,contam_agua,2047,5.71319650442287
RD,NO_CONTR_OD,contam_agua,2048,5.87342481585254
RD,NO_CONTR_OD,contam_agua,2049,6.03442460049828
RD,NO_CONTR_OD,contam_agua,2050,6.19585744797082
RD,NO_CONTR_OD,turismo_residuos,2018,1.9783
RD,NO_CONTR_OD,turismo_residuos,2019,2.0158
RD,NO_CONTR_OD,turismo_residuos,2020,1.9826
RD,NO_CONTR_OD,turismo_residuos,2021,2.2377
RD,NO_CONTR_OD,turismo_residuos,2022,2.4462
RD,NO_CONTR_OD,turismo_residuos,2023,2.5347
RD,NO_CONTR_OD,turismo_residuos,2024,2.6081
RD,NO_CONTR_OD,turismo_residuos,2025,2.8610040817411506
RD,NO_CONTR_OD,turismo_residuos,2026,2.9748430529373
RD,NO_CONTR_OD,turismo_residuos,2027,3.08840812870402
RD,NO_CONTR_OD,turismo_residuos,2028,3.1981852340603094
RD,NO_CONTR_OD,turismo_residuos,2029,3.3111947503685495
RD,NO_CONTR_OD,turismo_residuos,2030,3.42519235580548
RD,NO_CONTR_OD,turismo_residuos,2031,3.54669143077433
RD,NO_CONTR_OD,turismo_residuos,2032,3.66754739526777
RD,NO_CONTR_OD,turismo_residuos,2033,3.78754348184363
RD,NO_CONTR_OD,turismo_residuos,2034,3.90684937036238
RD,NO_CONTR_OD,turismo_residuos,2035,4.02532737074443
RD,NO_CONTR_OD,turismo_residuos,2036,4.15622993942126
RD,NO_CONTR_OD,turismo_residuos,2037,4.28676081648351
RD,NO_CONTR_OD,turismo_residuos,2038,4.41690006084824
RD,NO_CONTR_OD,turismo_residuos,2039,4.54672072670791
RD,NO_CONTR_OD,turismo_residuos,2040,4.67614700111931
RD,NO_CONTR_OD,turismo_residuos,2041,4.81949371957977
RD,NO_CONTR_OD,turismo_residuos,2042,4.9630807271974895
RD,NO_CONTR_OD,turismo_residuos,2043,5.10671600813466
RD,NO_CONTR_OD,turismo_residuos,2044,5.25053490904048
RD,NO_CONTR_OD,turismo_residuos,2045,5.39407137332688
RD,NO_CONTR_OD,turismo_residuos,2046,5.55333801105885
RD,NO_CONTR_OD,turismo_residuos,2047,5.71319650442287
RD,NO_CONTR_OD,turismo_residuos,2048,5.87342481585254
RD,NO_CONTR_OD,turismo_residuos,2049,6.03442460049828
RD,NO_CONTR_OD,turismo_residuos,2050,6.19585744797082
RD,OPEN_BURN,salud_residuos,2018,0.2997
RD,OPEN_BURN,salud_residuos,2019,0.3735
RD,OPEN_BURN,salud_residuos,2020,0.2185
RD,OPEN_BURN,salud_residuos,2021,0.2281999999999999
RD,OPEN_BURN,salud_residuos,2022,0.2301999999999999
RD,OPEN_BURN,salud_residuos,2023,0.2385999999999999
RD,OPEN_BURN,salud_residuos,2024,0.2455
RD,OPEN_BURN,salud_residuos,2025,0.2693061200236689
RD,OPEN_BURN,salud_residuos,2026,0.279939416078893
RD,OPEN_BURN,salud_residuos,2027,0.2906814374629569
RD,OPEN_BURN,salud_residuos,2028,0.3010043686003809
RD,OPEN_BURN,salud_residuos,2029,0.3116221413456349
RD,OPEN_BURN,salud_residuos,2030,0.3223962869518869
RD,OPEN_BURN,salud_residuos,2031,0.3337981664387449
RD,OPEN_BURN,salud_residuos,2032,0.3451563543408869
RD,OPEN_BURN,salud_residuos,2033,0.3564511912740059
RD,OPEN_BURN,salud_residuos,2034,0.367688105874503
RD,OPEN_BURN,salud_residuos,2035,0.3788543407759459
RD,OPEN_BURN,salud_residuos,2036,0.391187473865909
RD,OPEN_BURN,salud_residuos,2037,0.4035397662426629
RD,OPEN_BURN,salud_residuos,2038,0.4156493254539729
RD,OPEN_BURN,salud_residuos,2039,0.4278953335742339
RD,OPEN_BURN,salud_residuos,2040,0.440008345600769
RD,OPEN_BURN,salud_residuos,2041,0.453642399449194
RD,OPEN_BURN,salud_residuos,2042,0.467108797959487
RD,OPEN_BURN,salud_residuos,2043,0.480662216033362
RD,OPEN_BURN,salud_residuos,2044,0.494156727874215
RD,OPEN_BURN,salud_residuos,2045,0.5075842802953159
RD,OPEN_BURN,salud_residuos,2046,0.522680416839581
RD,OPEN_BURN,salud_residuos,2047,0.537665154188677
RD,OPEN_BURN,salud_residuos,2048,0.5528015515282368
RD,OPEN_BURN,salud_residuos,2049,0.567956378393997
RD,OPEN_BURN,salud_residuos,2050,0.583123458294807
RD,OPEN_BURN,CO2e,2018,0.0940349476809796
RD,OPEN_BURN,CO2e,2019,0.117190700563383
RD,OPEN_BURN,CO2e,2020,0.068557344238552
RD,OPEN_BURN,CO2e,2021,0.0716008510537189
RD,OPEN_BURN,CO2e,2022,0.0722283782321038
RD,OPEN_BURN,CO2e,2023,0.0748639923813204
RD,OPEN_BURN,CO2e,2024,0.0770289611467484
RD,OPEN_BURN,CO2e,2025,0.0844984548101212
RD,OPEN_BURN,CO2e,2026,0.0878347959453543
RD,OPEN_BURN,CO2e,2027,0.0912052511300004
RD,OPEN_BURN,CO2e,2028,0.0944442110546651
RD,OPEN_BURN,CO2e,2029,0.0977756815404459
RD,OPEN_BURN,CO2e,2030,0.1011562161363456
RD,OPEN_BURN,CO2e,2031,0.1047337107676821
RD,OPEN_BURN,CO2e,2032,0.1082974965705805
RD,OPEN_BURN,CO2e,2033,0.1118414051460594
RD,OPEN_BURN,CO2e,2034,0.1153671398025605
RD,OPEN_BURN,CO2e,2035,0.1188706977430034
RD,OPEN_BURN,CO2e,2036,0.1227403858472984
RD,OPEN_BURN,CO2e,2037,0.1266160854381834
RD,OPEN_BURN,CO2e,2038,0.1304156241998626
RD,OPEN_BURN,CO2e,2039,0.1342579756609557
RD,OPEN_BURN,CO2e,2040,0.1380585977903327
RD,OPEN_BURN,CO2e,2041,0.1423364674610578
RD,OPEN_BURN,CO2e,2042,0.1465617329911433
RD,OPEN_BURN,CO2e,2043,0.1508143020918283
RD,OPEN_BURN,CO2e,2044,0.1550483885614144
RD,OPEN_BURN,CO2e,2045,0.1592614656031289
RD,OPEN_BURN,CO2e,2046,0.163998083588197
RD,OPEN_BURN,CO2e,2047,0.1686997485619556
RD,OPEN_BURN,CO2e,2048,0.1734489989186591
RD,OPEN_BURN,CO2e,2049,0.1782040317896503
RD,OPEN_BURN,CO2e,2050,0.1829629092168972
RD,SIT_CLAN,salud_residuos,2018,0.2796
RD,SIT_CLAN,salud_residuos,2019,0.2812
RD,SIT_CLAN,salud_residuos,2020,0.2819999999999999
RD,SIT_CLAN,salud_residuos,2021,0.2637999999999999
RD,SIT_CLAN,salud_residuos,2022,0.2319
RD,SIT_CLAN,salud_residuos,2023,0.2403
RD,SIT_CLAN,salud_residuos,2024,0.2472999999999999
RD,SIT_CLAN,salud_residuos,2025,0.271226686648243
RD,SIT_CLAN,salud_residuos,2026,0.2821027809635829
RD,SIT_CLAN,salud_residuos,2027,0.292762427407116
RD,SIT_CLAN,salud_residuos,2028,0.3032151976022199
RD,SIT_CLAN,salud_residuos,2029,0.313968525342859
RD,SIT_CLAN,salud_residuos,2030,0.3247676782044229
RD,SIT_CLAN,salud_residuos,2031,0.336318262410485
RD,SIT_CLAN,salud_residuos,2032,0.347709629322561
RD,SIT_CLAN,salud_residuos,2033,0.359152468835556
RD,SIT_CLAN,salud_residuos,2034,0.370418756967533
RD,SIT_CLAN,salud_residuos,2035,0.3816118249018469
RD,SIT_CLAN,salud_residuos,2036,0.394109509151555
RD,SIT_CLAN,salud_residuos,2037,0.406380725723405
RD,SIT_CLAN,salud_residuos,2038,0.418779214952873
RD,SIT_CLAN,salud_residuos,2039,0.4310649286377469
RD,SIT_CLAN,salud_residuos,2040,0.4433436858298129
RD,SIT_CLAN,salud_residuos,2041,0.4569050749343009
RD,SIT_CLAN,salud_residuos,2042,0.470558053496819
RD,SIT_CLAN,salud_residuos,2043,0.484165781387124
RD,SIT_CLAN,salud_residuos,2044,0.4978495680769839
RD,SIT_CLAN,salud_residuos,2045,0.5114684999860148
RD,SIT_CLAN,salud_residuos,2046,0.5264986991054549
RD,SIT_CLAN,salud_residuos,2047,0.5416990835341439
RD,SIT_CLAN,salud_residuos,2048,0.556908328774931
RD,SIT_CLAN,salud_residuos,2049,0.572134722743717
RD,SIT_CLAN,salud_residuos,2050,0.5873720809417629
RD,SIT_CLAN,CO2e,2018,0.1690899859076907
RD,SIT_CLAN,CO2e,2019,0.1700575966997232
RD,SIT_CLAN,CO2e,2020,0.1705414020957395
RD,SIT_CLAN,CO2e,2021,0.1595348293363691
RD,SIT_CLAN,CO2e,2022,0.1402430891702198
RD,SIT_CLAN,CO2e,2023,0.1453230458283908
RD,SIT_CLAN,CO2e,2024,0.1495563430435333
RD,SIT_CLAN,CO2e,2025,0.1640261681800467
RD,SIT_CLAN,CO2e,2026,0.170603559576726
RD,SIT_CLAN,CO2e,2027,0.1770500526629848
RD,SIT_CLAN,CO2e,2028,0.1833714359426217
RD,SIT_CLAN,CO2e,2029,0.1898745834251876
RD,SIT_CLAN,CO2e,2030,0.1964054439587243
RD,SIT_CLAN,CO2e,2031,0.2033907376662658
RD,SIT_CLAN,CO2e,2032,0.2102797436413455
RD,SIT_CLAN,CO2e,2033,0.2171998780190146
RD,SIT_CLAN,CO2e,2034,0.2240132417581704
RD,SIT_CLAN,CO2e,2035,0.2307823250889178
RD,SIT_CLAN,CO2e,2036,0.2383403839360634
RD,SIT_CLAN,CO2e,2037,0.2457614849274952
RD,SIT_CLAN,CO2e,2038,0.2532595549170782
RD,SIT_CLAN,CO2e,2039,0.2606894231353946
RD,SIT_CLAN,CO2e,2040,0.2681150843677637
RD,SIT_CLAN,CO2e,2041,0.2763164259005483
RD,SIT_CLAN,CO2e,2042,0.2845731567758494
RD,SIT_CLAN,CO2e,2043,0.2928025220019129
RD,SIT_CLAN,CO2e,2044,0.3010778843000255
RD,SIT_CLAN,CO2e,2045,0.3093140252319848
RD,SIT_CLAN,CO2e,2046,0.3184036395284652
RD,SIT_CLAN,CO2e,2047,0.3275961745386172
RD,SIT_CLAN,CO2e,2048,0.3367940681846519
RD,SIT_CLAN,CO2e,2049,0.3460023326396124
RD,SIT_CLAN,CO2e,2050,0.3552172277861719
RD,SIT_CLAN,contam_agua,2018,0.2796
RD,SIT_CLAN,contam_agua,2019,0.2812
RD,SIT_CLAN,contam_agua,2020,0.2819999999999999
RD,SIT_CLAN,contam_agua,2021,0.2637999999999999
RD,SIT_CLAN,contam_agua,2022,0.2319
RD,SIT_CLAN,contam_agua,2023,0.2403
RD,SIT_CLAN,contam_agua,2024,0.2472999999999999
