block,o_id,outcome,level,o1_fam,o1_col,o2_fam,o2_col,family,column,period,base_thr,thr_type,thr_range,thr_value,thr_value_norm,prim_option,coverage,density,avg_cov_dev,driver_col,min,max,min_norm,max_norm,query_type
1,1,Financial impacts on private transport owners,1,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,,,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,22-30,High,High,75.0,0.007732209655796015,0.5757623504462512,base,0.97,0.9817813765182186,0.9758906882591093,Net CAPEX and OPEX of private transport_wrtBAU,0.006709339389222496,0.012480868575619145,0.5859511684978904,1.0,structured
1,1,Financial impacts on private transport owners,1,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,,,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,22-30,Low,Low,25.0,0.003516026357253821,0.2943819806125741,base,0.89,1.0,0.9450000000000001,Net CAPEX and OPEX of private transport_wrtBAU,-0.0014583790379011532,0.0028861002869381906,0.0,0.31167244067215216,structured
1,1,Financial impacts on private transport owners,1,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,,,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,22-30,Low,Low,25.0,0.003516026357253821,0.2943819806125741,base,0.89,1.0,0.9450000000000001,Net fossil fuel expenses for private transport owners_wrtBAU,-3.2378226711016e-05,0.0007622698601152814,0.0,0.38623021491708487,structured
1,1,Financial impacts on private transport owners,2,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,,,o_pure_wrtBAU_d_pure_direct,Net CAPEX and OPEX of private transport_wrtBAU,22-30,Low,Low,31.167244067215215,0.0028861002869381906,0.31167244067215216,base,0.7057569296375267,0.3408856848609681,0.5233213072492474,Private transport fleet_direct,1691902.3675499998,1968598.7647999998,0.5216160082612662,1.0,structured
1,1,Financial impacts on private transport owners,2,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,,,o_pure_wrtBAU_d_pure_direct,Net CAPEX and OPEX of private transport_wrtBAU,22-30,Low,Low,31.167244067215215,0.0028861002869381906,0.31167244067215216,base,0.7057569296375267,0.3408856848609681,0.5233213072492474,Capital costs fossil private_direct,0.9283653055268901,1.0557934566288143,0.0,0.892571485449848,structured
1,1,Financial impacts on private transport owners,2,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,,,o_pure_wrtBAU_d_pure_direct,Net CAPEX and OPEX of private transport_wrtBAU,22-30,Low,Low,31.167244067215215,0.0028861002869381906,0.31167244067215216,base,0.7057569296375267,0.3408856848609681,0.5233213072492474,ZEV Penetration of private transport_direct,0.0008535807685038901,0.03278666912285661,0.015156752201273695,1.0,structured
1,1,Financial impacts on private transport owners,2,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,,,o_pure_wrtBAU_d_pure_direct,Net fossil fuel expenses for private transport owners_wrtBAU,22-30,Low,Low,38.623021491708485,0.0007622698601152814,0.38623021491708487,base,0.7208008898776418,0.6016713091922006,0.6612360995349211,Private transport fleet_direct,1677514.0383,1968598.7647999998,0.4967398391117014,1.0,structured
1,1,Financial impacts on private transport owners,2,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,,,o_pure_wrtBAU_d_pure_direct,Net fossil fuel expenses for private transport owners_wrtBAU,22-30,Low,Low,38.623021491708485,0.0007622698601152814,0.38623021491708487,base,0.7208008898776418,0.6016713091922006,0.6612360995349211,ZEV Penetration of private transport_direct,0.00036213006475979643,0.013550506943938558,0.0,0.4067406125819839,structured
1,1,Financial impacts on private transport owners,2,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,,,o_pure_wrtBAU_d_pure_direct,Net CAPEX and OPEX of private transport_wrtBAU,22-30,High,High,58.595116849789044,0.006709339389222496,0.5859511684978904,base,0.708502024291498,0.3604531410916581,0.5344775826915781,Private transport fleet_direct,1390200.6536,1744578.0468000001,0.0,0.6126876736591946,structured
1,1,Financial impacts on private transport owners,2,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,,,o_pure_wrtBAU_d_pure_direct,Net CAPEX and OPEX of private transport_wrtBAU,22-30,High,High,58.595116849789044,0.006709339389222496,0.5859511684978904,base,0.708502024291498,0.3604531410916581,0.5344775826915781,ZEV Penetration of private transport_direct,0.00036213006475979643,0.011606265522155353,0.0,0.34677857524046296,structured
1,1,Financial impacts on private transport owners,2,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,,,o_pure_wrtBAU_d_pure_direct,Net CAPEX and OPEX of private transport_wrtBAU,22-30,High,High,58.595116849789044,0.006709339389222496,0.5859511684978904,base,0.708502024291498,0.3604531410916581,0.5344775826915781,Capital costs fossil private_direct,0.9357058387123853,1.0711305105319566,0.0514168223639276,1.0,structured
1,1,Financial impacts on private transport owners,3,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,o_pure_wrtBAU_d_pure_direct,Net CAPEX and OPEX of private transport_wrtBAU,o_pure_direct_d_pure_direct,ZEV Penetration of private transport_direct,22-30,Low,High,1.5156752201273695,0.0008535807685038901,0.015156752201273695,base,0.997369805365597,0.9978947368421053,0.9976322711038512,Electrification of Private Transport_direct,0.0032928733333172943,0.10690548083986723,0.017329569725915872,1.0,structured
1,1,Financial impacts on private transport owners,3,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,o_pure_wrtBAU_d_pure_direct,Net CAPEX and OPEX of private transport_wrtBAU,o_pure_direct_d_pure_direct,Private transport fleet_direct,22-30,Low,High,52.161600826126616,1691902.3675499998,0.5216160082612662,base,0.7177914110429447,0.936,0.8268957055214724,GDP_direct,3.3475044049822893,4.498844463014162,0.5390855052209573,1.0,structured
1,1,Financial impacts on private transport owners,3,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,o_pure_wrtBAU_d_pure_direct,Net CAPEX and OPEX of private transport_wrtBAU,o_pure_direct_d_pure_direct,Private transport fleet_direct,22-30,Low,High,52.161600826126616,1691902.3675499998,0.5216160082612662,base,0.7177914110429447,0.936,0.8268957055214724,Mode shift_public_direct,0.24414028848066163,0.2861342082793743,0.0,0.5526077399034051,structured
1,1,Financial impacts on private transport owners,3,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,o_pure_wrtBAU_d_pure_direct,Net CAPEX and OPEX of private transport_wrtBAU,o_pure_direct_d_disag_direct,Private transport fleet_direct,22-30,Low,High,52.161600826126616,1691902.3675499998,0.5216160082612662,base,0.7177914110429447,0.936,0.8268957055214724,GDP_direct,3.3475044049822893,4.498844463014162,0.5390855052209573,1.0,structured
1,1,Financial impacts on private transport owners,3,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,o_pure_wrtBAU_d_pure_direct,Net CAPEX and OPEX of private transport_wrtBAU,o_pure_direct_d_disag_direct,Private transport fleet_direct,22-30,Low,High,52.161600826126616,1691902.3675499998,0.5216160082612662,base,0.7177914110429447,0.936,0.8268957055214724,Mode shift_public_direct,0.24414028848066163,0.2861342082793743,0.0,0.5526077399034051,structured
1,1,Financial impacts on private transport owners,3,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,o_pure_wrtBAU_d_pure_direct,Net CAPEX and OPEX of private transport_wrtBAU,o_pure_direct_d_pure_direct,ZEV Penetration of private transport_direct,22-30,High,Low,34.677857524046296,0.011606265522155353,0.34677857524046296,base,0.9864113650401483,0.980958230958231,0.9836847979991896,Electrification of Private Transport_direct,0.0014656463699823973,0.044080341191772836,0.0,0.4041612454727612,structured
1,1,Financial impacts on private transport owners,3,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,o_pure_wrtBAU_d_pure_direct,Net CAPEX and OPEX of private transport_wrtBAU,o_pure_direct_d_pure_direct,Private transport fleet_direct,22-30,High,Low,61.268767365919466,1744578.0468000001,0.6126876736591946,base,0.7054574638844302,0.9533622559652929,0.8294098599248616,GDP_direct,2.0008972926093502,3.276199646791066,0.0,0.5105401624546939,structured
1,1,Financial impacts on private transport owners,3,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,o_pure_wrtBAU_d_pure_direct,Net CAPEX and OPEX of private transport_wrtBAU,o_pure_direct_d_pure_direct,Private transport fleet_direct,22-30,High,Low,61.268767365919466,1744578.0468000001,0.6126876736591946,base,0.7054574638844302,0.9533622559652929,0.8294098599248616,Occupancy rates PRI_direct,1.5203,1.7142,0.0947712418300653,1.0,structured
1,1,Financial impacts on private transport owners,3,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,o_pure_wrtBAU_d_pure_direct,Net CAPEX and OPEX of private transport_wrtBAU,o_pure_direct_d_disag_direct,Private transport fleet_direct,22-30,High,Low,61.268767365919466,1744578.0468000001,0.6126876736591946,base,0.7054574638844302,0.9533622559652929,0.8294098599248616,GDP_direct,2.0008972926093502,3.276199646791066,0.0,0.5105401624546939,structured
1,1,Financial impacts on private transport owners,3,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,o_pure_wrtBAU_d_pure_direct,Net CAPEX and OPEX of private transport_wrtBAU,o_pure_direct_d_disag_direct,Private transport fleet_direct,22-30,High,Low,61.268767365919466,1744578.0468000001,0.6126876736591946,base,0.7054574638844302,0.9533622559652929,0.8294098599248616,Occupancy rates PRI_direct,1.5203,1.7142,0.0947712418300653,1.0,structured
1,1,Financial impacts on private transport owners,3,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,o_pure_wrtBAU_d_pure_direct,Net fossil fuel expenses for private transport owners_wrtBAU,o_pure_direct_d_pure_direct,ZEV Penetration of private transport_direct,22-30,Low,Low,40.67406125819839,0.013550506943938558,0.4067406125819839,base,0.9780092592592593,0.9859976662777129,0.9820034627684862,Electrification of Private Transport_direct,0.0014656463699823973,0.0489783347688606,0.0,0.4506142165127215,structured
1,1,Financial impacts on private transport owners,3,o_pure_wrtBAU_d_pure_direct,Financial impacts on private transport owners_wrtBAU,o_pure_wrtBAU_d_pure_direct,Net fossil fuel expenses for private transport owners_wrtBAU,o_pure_direct_d_pure_direct,Private transport fleet_direct,22-30,Low,High,49.67398391117014,1677514.0383,0.4967398391117014,base,0.7016,0.9511930585683297,0.8263965292841648,GDP_direct,3.226126280520724,4.498844463014162,0.49049435569640787,1.0,structured
